date,sku,product,category,units_sold,weather,holiday
2026-05-05,BREAD-WHT,White Bread,Bakery,81,rain,
2026-05-05,EGGS-12,Eggs 12 Pack,Protein,66,rain,
2026-05-05,RICE-5KG,Rice 5kg,Staples,31,rain,
2026-05-05,ICECREAM,Ice Cream,Frozen,26,rain,
2026-05-05,UMBRELLA,Umbrella,Seasonal,33,rain,
2026-05-05,SOUP,Instant Soup,Packaged,30,rain,
2026-05-05,SODA,Soda Cans,Beverages,44,rain,
2026-05-06,MILK-1L,Milk 1L,Dairy,76,rain,
2026-05-06,BREAD-WHT,White Bread,Bakery,86,rain,
2026-05-06,EGGS-12,Eggs 12 Pack,Protein,64,rain,
2026-05-06,RICE-5KG,Rice 5kg,Staples,31,rain,
2026-05-06,ICECREAM,Ice Cream,Frozen,25,rain,
2026-05-06,UMBRELLA,Umbrella,Seasonal,25,rain,
2026-05-06,SOUP,Instant Soup,Packaged,31,rain,
2026-05-06,SODA,Soda Cans,Beverages,38,rain,
2026-05-07,MILK-1L,Milk 1L,Dairy,85,rain,
2026-05-07,BREAD-WHT,White Bread,Bakery,88,rain,
2026-05-07,EGGS-12,Eggs 12 Pack,Protein,56,rain,
2026-05-07,RICE-5KG,Rice 5kg,Staples,27,rain,
2026-05-07,ICECREAM,Ice Cream,Frozen,29,rain,
2026-05-07,UMBRELLA,Umbrella,Seasonal,28,rain,
2026-05-07,SOUP,Instant Soup,Packaged,34,rain,
2026-05-07,SODA,Soda Cans,Beverages,38,rain,
2026-05-08,MILK-1L,Milk 1L,Dairy,103,cold,
2026-05-08,BREAD-WHT,White Bread,Bakery,70,cold,
2026-05-08,EGGS-12,Eggs 12 Pack,Protein,61,cold,
2026-05-08,RICE-5KG,Rice 5kg,Staples,29,cold,
2026-05-08,ICECREAM,Ice Cream,Frozen,24,cold,
2026-05-08,UMBRELLA,Umbrella,Seasonal,11,cold,
2026-05-08,SOUP,Instant Soup,Packaged,47,cold,
2026-05-08,SODA,Soda Cans,Beverages,31,cold,
2026-05-09,MILK-1L,Milk 1L,Dairy,111,rain,
2026-05-09,BREAD-WHT,White Bread,Bakery,85,rain,
2026-05-09,EGGS-12,Eggs 12 Pack,Protein,60,rain,
2026-05-09,RICE-5KG,Rice 5kg,Staples,40,rain,
2026-05-09,ICECREAM,Ice Cream,Frozen,30,rain,
2026-05-09,UMBRELLA,Umbrella,Seasonal,33,rain,
2026-05-09,SOUP,Instant Soup,Packaged,36,rain,
2026-05-09,SODA,Soda Cans,Beverages,49,rain,
2026-05-10,MILK-1L,Milk 1L,Dairy,116,rain,
2026-05-10,BREAD-WHT,White Bread,Bakery,95,rain,
2026-05-10,EGGS-12,Eggs 12 Pack,Protein,74,rain,
2026-05-10,RICE-5KG,Rice 5kg,Staples,37,rain,
2026-05-10,ICECREAM,Ice Cream,Frozen,31,rain,
2026-05-10,UMBRELLA,Umbrella,Seasonal,33,rain,
2026-05-10,SOUP,Instant Soup,Packaged,37,rain,
2026-05-10,SODA,Soda Cans,Beverages,44,rain,
2026-05-11,MILK-1L,Milk 1L,Dairy,104,hot,
2026-05-11,BREAD-WHT,White Bread,Bakery,74,hot,
2026-05-11,EGGS-12,Eggs 12 Pack,Protein,52,hot,
2026-05-11,RICE-5KG,Rice 5kg,Staples,31,hot,
2026-05-11,ICECREAM,Ice Cream,Frozen,50,hot,
2026-05-11,UMBRELLA,Umbrella,Seasonal,7,hot,
2026-05-11,SOUP,Instant Soup,Packaged,15,hot,
2026-05-11,SODA,Soda Cans,Beverages,74,hot,
2026-05-12,MILK-1L,Milk 1L,Dairy,109,hot,
2026-05-12,BREAD-WHT,White Bread,Bakery,74,hot,
2026-05-12,EGGS-12,Eggs 12 Pack,Protein,48,hot,
2026-05-12,RICE-5KG,Rice 5kg,Staples,33,hot,
2026-05-12,ICECREAM,Ice Cream,Frozen,53,hot,
2026-05-12,UMBRELLA,Umbrella,Seasonal,8,hot,
2026-05-12,SOUP,Instant Soup,Packaged,15,hot,
2026-05-12,SODA,Soda Cans,Beverages,56,hot,
2026-05-13,MILK-1L,Milk 1L,Dairy,95,rain,
2026-05-13,BREAD-WHT,White Bread,Bakery,79,rain,
2026-05-13,EGGS-12,Eggs 12 Pack,Protein,55,rain,
2026-05-13,RICE-5KG,Rice 5kg,Staples,27,rain,
2026-05-13,ICECREAM,Ice Cream,Frozen,27,rain,
2026-05-13,UMBRELLA,Umbrella,Seasonal,32,rain,
2026-05-13,SOUP,Instant Soup,Packaged,33,rain,
2026-05-13,SODA,Soda Cans,Beverages,43,rain,
2026-05-14,MILK-1L,Milk 1L,Dairy,94,cold,
2026-05-14,BREAD-WHT,White Bread,Bakery,86,cold,
2026-05-14,EGGS-12,Eggs 12 Pack,Protein,59,cold,
2026-05-14,RICE-5KG,Rice 5kg,Staples,27,cold,
2026-05-14,ICECREAM,Ice Cream,Frozen,20,cold,
2026-05-14,UMBRELLA,Umbrella,Seasonal,9,cold,
2026-05-14,SOUP,Instant Soup,Packaged,45,cold,
2026-05-14,SODA,Soda Cans,Beverages,30,cold,
2026-05-15,MILK-1L,Milk 1L,Dairy,105,hot,
2026-05-15,BREAD-WHT,White Bread,Bakery,91,hot,
2026-05-15,EGGS-12,Eggs 12 Pack,Protein,62,hot,
2026-05-15,RICE-5KG,Rice 5kg,Staples,35,hot,
2026-05-15,ICECREAM,Ice Cream,Frozen,53,hot,
2026-05-15,UMBRELLA,Umbrella,Seasonal,8,hot,
2026-05-15,SOUP,Instant Soup,Packaged,19,hot,
2026-05-15,SODA,Soda Cans,Beverages,77,hot,
2026-05-16,MILK-1L,Milk 1L,Dairy,139,hot,
2026-05-16,BREAD-WHT,White Bread,Bakery,108,hot,
2026-05-16,EGGS-12,Eggs 12 Pack,Protein,63,hot,
2026-05-16,RICE-5KG,Rice 5kg,Staples,45,hot,
2026-05-16,ICECREAM,Ice Cream,Frozen,75,hot,
2026-05-16,UMBRELLA,Umbrella,Seasonal,9,hot,
2026-05-16,SOUP,Instant Soup,Packaged,21,hot,
2026-05-16,SODA,Soda Cans,Beverages,81,hot,
2026-05-17,MILK-1L,Milk 1L,Dairy,115,cold,
2026-05-17,BREAD-WHT,White Bread,Bakery,97,cold,
2026-05-17,EGGS-12,Eggs 12 Pack,Protein,62,cold,
2026-05-17,RICE-5KG,Rice 5kg,Staples,40,cold,
2026-05-17,ICECREAM,Ice Cream,Frozen,25,cold,
2026-05-17,UMBRELLA,Umbrella,Seasonal,14,cold,
2026-05-17,SOUP,Instant Soup,Packaged,42,cold,
2026-05-17,SODA,Soda Cans,Beverages,36,cold,
2026-05-18,MILK-1L,Milk 1L,Dairy,87,hot,
2026-05-18,BREAD-WHT,White Bread,Bakery,70,hot,
2026-05-18,EGGS-12,Eggs 12 Pack,Protein,57,hot,
2026-05-18,RICE-5KG,Rice 5kg,Staples,28,hot,
2026-05-18,ICECREAM,Ice Cream,Frozen,61,hot,
2026-05-18,UMBRELLA,Umbrella,Seasonal,8,hot,
2026-05-18,SOUP,Instant Soup,Packaged,16,hot,
2026-05-18,SODA,Soda Cans,Beverages,59,hot,
2026-05-19,MILK-1L,Milk 1L,Dairy,87,rain,
2026-05-19,BREAD-WHT,White Bread,Bakery,74,rain,
2026-05-19,EGGS-12,Eggs 12 Pack,Protein,54,rain,
2026-05-19,RICE-5KG,Rice 5kg,Staples,31,rain,
2026-05-19,ICECREAM,Ice Cream,Frozen,26,rain,
2026-05-19,UMBRELLA,Umbrella,Seasonal,26,rain,
2026-05-19,SOUP,Instant Soup,Packaged,34,rain,
2026-05-19,SODA,Soda Cans,Beverages,36,rain,
2026-05-20,MILK-1L,Milk 1L,Dairy,92,rain,
2026-05-20,BREAD-WHT,White Bread,Bakery,85,rain,
2026-05-20,EGGS-12,Eggs 12 Pack,Protein,63,rain,
2026-05-20,RICE-5KG,Rice 5kg,Staples,31,rain,
2026-05-20,ICECREAM,Ice Cream,Frozen,29,rain,
2026-05-20,UMBRELLA,Umbrella,Seasonal,25,rain,
2026-05-20,SOUP,Instant Soup,Packaged,26,rain,
2026-05-20,SODA,Soda Cans,Beverages,42,rain,
2026-05-21,MILK-1L,Milk 1L,Dairy,100,hot,
2026-05-21,BREAD-WHT,White Bread,Bakery,79,hot,
2026-05-21,EGGS-12,Eggs 12 Pack,Protein,52,hot,
2026-05-21,RICE-5KG,Rice 5kg,Staples,31,hot,
2026-05-21,ICECREAM,Ice Cream,Frozen,53,hot,
2026-05-21,UMBRELLA,Umbrella,Seasonal,7,hot,
2026-05-21,SOUP,Instant Soup,Packaged,14,hot,
2026-05-21,SODA,Soda Cans,Beverages,72,hot,
2026-05-22,MILK-1L,Milk 1L,Dairy,105,hot,
2026-05-22,BREAD-WHT,White Bread,Bakery,77,hot,
2026-05-22,EGGS-12,Eggs 12 Pack,Protein,50,hot,
2026-05-22,RICE-5KG,Rice 5kg,Staples,26,hot,
2026-05-22,ICECREAM,Ice Cream,Frozen,46,hot,
2026-05-22,UMBRELLA,Umbrella,Seasonal,7,hot,
2026-05-22,SOUP,Instant Soup,Packaged,15,hot,
2026-05-22,SODA,Soda Cans,Beverages,58,hot,
